_inputshopbuymultiple;BUY
reward_tree_dryad_avatar_chest_3;Triss had countless admirers, but only ever truly loved one – Geralt of Rivia, the White Wolf. The two have endured countless trials together. Salamandra's siege on Kaer Morhen, the putsch at Loc Muinne, the exodus of mages from Novigrad, the battle against the Wild Hunt... Yet, it wasn't all blood and tragedy. That being said, no chronicler of strong repute would dare detail their more... intimate... moments.
reward_tree_dryad_avatar_story_pt1;Contrary to common belief, dryads on rare occasion would permit humans into their forest. Among that privileged minority was Milva Barring, well-known human archer and guide. She was often contracted by enemies of Brokilon – unaware of her allegiances – to lead expeditions against the dryads... Every time leading her patrons into an ambush...
reward_tree_dryad_avatar_story_pt2;The number of dryads known by name can be counted on a single hand. One such dryad was Braenn, made famous by the ballads of Master Dandelion. Unlike most dryads, however, neither her eyes nor her skin were green – evidence she was once an ordinary human child, forever changed by the Waters of Brokilon. 
reward_tree_dryad_avatar_story_pt3;Under their influence, she forgot her past, even her true name. Despite her human past, she guarded borders of Brokilon with a ruthlessness equal to that of her dryad sisters.
reward_tree_dryad_avatar_story_pt4;Dryads can survive even the gravest of wounds. Their ability to heal via magic is unrivaled. In fact, it was they who saved Geralt of Rivia following his brush with death against Vilgefortz. His bones crushed, it seemed the witcher might never walk again. But under Eithné's care, the White Wolf recovered and soon returned to the Path.
reward_tree_dryad_avatar_title;Morenn
reward_tree_dryad_border_chest_1;The number of dryads known by name can be counted on a single hand. One such dryad was Braenn, made famous by the ballads of Master Dandelion. Unlike most dryads, however, neither her eyes nor her skin were green – evidence she was once an ordinary human child, forever changed by the Waters of Brokilon. Under their influence, she forgot her past, even her true name. Despite her human past, she guarded borders of Brokilon with a ruthlessness equal to that of her dryad sisters.
reward_tree_dryad_border_chest_2;Contrary to common belief, dryads on rare occasion would permit humans into their forest. Among that privileged minority was Milva Barring, well-known human archer and guide. She was often contracted by enemies of Brokilon – unaware of her allegiances – to lead expeditions against the dryads... Every time leading her patrons into an ambush...
reward_tree_dryad_border_chest_3;Dryads can survive even the gravest of wounds. Their ability to heal via magic is unrivaled. In fact, it was they who saved Geralt of Rivia following his brush with death against Vilgefortz. His bones crushed, it seemed the witcher might never walk again. But under Eithné's care, the White Wolf recovered and soon returned to the Path.
reward_tree_dryad_border_story_pt1;It is common knowledge that among dryads – known also as eerie wives – you will find only women. They require human men for reproduction, which begs the question... What are they really? What is their origin?
reward_tree_dryad_border_story_pt2;Many scholars contend that dryads do not comprise a unique race, like gnomes or vrans, but humans fundamentally altered by magic. If true, dryads would be considered cursed beings, not unlike werewolves...
reward_tree_dryad_border_story_pt3;Indeed, one legend tells that the first dryads were ordinary human women, enchanted by elves to support the Aen Seide in battle. Rather than fulfill their intended purpose, however, they took to the forest and have remained there ever since.
reward_tree_dryad_border_story_pt4;And what of the eerie wives themselves? Have they knowledge of their origin? One ambitious student from Oxenfurt ventured to Brokilon to find out. Unsurprisingly, he was never heard from again... Yet a dozen-odd years later, scholars from his department spotted several young dryads who bore a striking resemblance to their lost colleague...
reward_tree_dryad_border_title;Season of the Dryad
reward_tree_eist_chest_1;Eist Tuirseach and Calanthe never bore children. Some claimed that the Lioness of Cintra – for whom this was her second marriage – was incapable of granting an heir due to her advanced age. However, those closest to Eist knew better. The islander never wished to father a child – not after witnessing what power resided within Calanthe's daughter, Pavetta. In the veins of Cintrian royalty flowed the Elder Blood, which he believed would not mix well with the hot temper so characteristic of Skelligers.
reward_tree_eist_chest_2;Eist became renowned on the Isles for his skills as a sailor. He could maneuver a longship through Skellige's narrowest fjords on a moonless night, navigate the fiercest storms at full sail, and drive Nilfgaardian ships more than twice the size of his own onto the islands' jagged, rocky coastlines. Who knows what new and exotic lands he might have discovered had he not planted his roots in Cintra...
reward_tree_eist_chest_3;To ensure his ship never deviated from its course, Eist often closely observed the stars. Yet one night – lying on the deck of his longship, hands clasped behind his head – he eyed something more than just a map etched in sky. He saw something that turned the good-humored, carefree adventurer in him into a grim and somber man. Whenever asked what he saw in the stars that night, Eist merely replied... "The future."
reward_tree_eist_story_pt1;Eist looked different than the other islanders. His hair dark, his skin markedly aged and weathered by the sun – he stood out in a crowd. His appearance, it seemed, paralled a certain longing, for he often looked upon the horizon, his gaze distant, giving the sense that his thoughts were lost somewhere far beyond Skellige's shores...
reward_tree_eist_story_pt2;Eventually, Eist did leave his homeland to settle in Cintra at the side of the illustrious Queen Calanthe. They say one look from the swarthy pirate was enough to melt the queen's icy heart...
